Year,Month,Day,Hour,DNI
2024,2,19,1,0
2024,2,19,2,0
2024,2,19,3,0
2024,2,19,4,0
2024,2,19,5,0
2024,2,19,6,0
2024,2,19,7,9.76
2024,2,19,8,18.22
2024,2,19,9,33.99
2024,2,19,10,37.56
2024,2,19,11,125.94
2024,2,19,12,74.4
2024,2,19,13,216.89
2024,2,19,14,178.97
2024,2,19,15,86.5
2024,2,19,16,47.74
2024,2,19,17,2.64
2024,2,19,18,0
2024,2,19,19,0
2024,2,19,20,0
2024,2,19,21,0
2024,2,19,22,0
2024,2,19,23,0
2024,2,20,0,0
2024,2,20,1,0
2024,2,20,2,0
2024,2,20,3,0
2024,2,20,4,0
2024,2,20,5,0
2024,2,20,6,0
2024,2,20,7,17.96
2024,2,20,8,225.2
2024,2,20,9,36.32
2024,2,20,10,637.25
2024,2,20,11,1057.53
2024,2,20,12,211.98
2024,2,20,13,0
2024,2,20,14,19.43
2024,2,20,15,23.33
2024,2,20,16,13.26
2024,2,20,17,2.47
2024,2,20,18,0
2024,2,20,19,0
2024,2,20,20,0
2024,2,20,21,0
2024,2,20,22,0
2024,2,20,23,0
2024,2,21,0,0
2024,2,21,1,0
2024,2,21,2,0
2024,2,21,3,0
2024,2,21,4,0
2024,2,21,5,0
2024,2,21,6,0
2024,2,21,7,206.75
2024,2,21,8,295.62
2024,2,21,9,234.98
2024,2,21,10,170.88
2024,2,21,11,116.42
2024,2,21,12,141.13
2024,2,21,13,297.23
2024,2,21,14,116.48
2024,2,21,15,79.06
2024,2,21,16,43.36
2024,2,21,17,5.81
2024,2,21,18,0
2024,2,21,19,0
2024,2,21,20,0
2024,2,21,21,0
2024,2,21,22,0
2024,2,21,23,0
2024,2,22,0,0
2024,2,22,1,0
2024,2,22,2,0
2024,2,22,3,0
2024,2,22,4,0
2024,2,22,5,0
2024,2,22,6,0
2024,2,22,7,123.66
2024,2,22,8,304.52
2024,2,22,9,476.1
2024,2,22,10,234.6
2024,2,22,11,286.98
2024,2,22,12,622.11
2024,2,22,13,428.65
2024,2,22,14,444.38
2024,2,22,15,294.7
2024,2,22,16,121.47
2024,2,22,17,5
2024,2,22,18,0
2024,2,22,19,0
2024,2,22,20,0
2024,2,22,21,0
2024,2,22,22,0
2024,2,22,23,0
2024,2,23,0,0
2024,2,23,1,0
2024,2,23,2,0
2024,2,23,3,0
2024,2,23,4,0
2024,2,23,5,0
2024,2,23,6,0
2024,2,23,7,51.59
2024,2,23,8,179.54
2024,2,23,9,228.78
2024,2,23,10,291.88
2024,2,23,11,248.41
2024,2,23,12,387.07
2024,2,23,13,203.39
2024,2,23,14,352.41
2024,2,23,15,292.48
2024,2,23,16,160.45
2024,2,23,17,6.39
2024,2,23,18,0
2024,2,23,19,0
2024,2,23,20,0
2024,2,23,21,0
2024,2,23,22,0
2024,2,23,23,0
2024,2,24,0,0
2024,2,24,1,0
2024,2,24,2,0
2024,2,24,3,0
2024,2,24,4,0
2024,2,24,5,0
2024,2,24,6,0
2024,2,24,7,90.95
2024,2,24,8,257.46
2024,2,24,9,379.1
2024,2,24,10,476.97
2024,2,24,11,611.71
2024,2,24,12,694.88
2024,2,24,13,674.28
2024,2,24,14,599.36
2024,2,24,15,447.01
2024,2,24,16,234.44
2024,2,24,17,12.49
2024,2,24,18,0
2024,2,24,19,0
2024,2,24,20,0
2024,2,24,21,0
2024,2,24,22,0
2024,2,24,23,0
2024,2,25,0,0
2024,2,25,1,0
2024,2,25,2,0
2024,2,25,3,0
2024,2,25,4,0
2024,2,25,5,0
2024,2,25,6,0
2024,2,25,7,17.9
2024,2,25,8,98.76
2024,2,25,9,166.35
2024,2,25,10,259.41
2024,2,25,11,280.8
2024,2,25,12,459.76
2024,2,25,13,586.9
2024,2,25,14,406.59
2024,2,25,15,256.59
2024,2,25,16,156.43
2024,2,25,17,14.13
2024,2,25,18,0
2024,2,25,19,0
2024,2,25,20,0
2024,2,25,21,0
2024,2,25,22,0
2024,2,25,23,0
2024,2,26,0,0
2024,2,26,1,0
2024,2,26,2,0
2024,2,26,3,0
2024,2,26,4,0
2024,2,26,5,0
2024,2,26,6,0
2024,2,26,7,44.86
2024,2,26,8,190.01
2024,2,26,9,312.58
2024,2,26,10,360.01
2024,2,26,11,264.19
2024,2,26,12,310.67
2024,2,26,13,338.39
2024,2,26,14,197.88
2024,2,26,15,201.72
2024,2,26,16,150.14
2024,2,26,17,15.86
2024,2,26,18,0
2024,2,26,19,0
2024,2,26,20,0
2024,2,26,21,0
2024,2,26,22,0
2024,2,26,23,0
2024,2,27,0,0
2024,2,27,1,0
2024,2,27,2,0
2024,2,27,3,0
2024,2,27,4,0
2024,2,27,5,0
2024,2,27,6,0
2024,2,27,7,7.38
2024,2,27,8,18.92
2024,2,27,9,49.38
2024,2,27,10,67.72
2024,2,27,11,149.76
2024,2,27,12,398.67
2024,2,27,13,145.4
2024,2,27,14,129.05
2024,2,27,15,62.41
2024,2,27,16,21.02
2024,2,27,17,3.85
2024,2,27,18,0
2024,2,27,19,0
2024,2,27,20,0
2024,2,27,21,0
2024,2,27,22,0
2024,2,27,23,0
2024,2,28,0,0
2024,2,28,1,0
2024,2,28,2,0
2024,2,28,3,0
2024,2,28,4,0
2024,2,28,5,0
2024,2,28,6,0
2024,2,28,7,63.24
2024,2,28,8,252.92
2024,2,28,9,469.68
2024,2,28,10,631.94
2024,2,28,11,751.98
2024,2,28,12,854.59
2024,2,28,13,853.9
2024,2,28,14,791.32
2024,2,28,15,689.79
2024,2,28,16,497.28
2024,2,28,17,107.6
2024,2,28,18,0
2024,2,28,19,0
2024,2,28,20,0
2024,2,28,21,0
2024,2,28,22,0
2024,2,28,23,0
2024,2,29,0,0
2024,2,29,1,0
2024,2,29,2,0
2024,2,29,3,0
2024,2,29,4,0
2024,2,29,5,0
2024,2,29,6,0
2024,2,29,7,282.42
2024,2,29,8,500.07
2024,2,29,9,672.86
2024,2,29,10,801.34
2024,2,29,11,843.81
2024,2,29,12,886
2024,2,29,13,881.88
2024,2,29,14,832.16
2024,2,29,15,729.44
2024,2,29,16,548.96
2024,2,29,17,118.39
2024,2,29,18,0
2024,2,29,19,0
2024,2,29,20,0
2024,2,29,21,0
2024,2,29,22,0
2024,2,29,23,0
2024,3,1,0,0
2024,3,1,1,0
2024,3,1,2,0
2024,3,1,3,0
2024,3,1,4,0
2024,3,1,5,0
2024,3,1,6,20.96
2024,3,1,7,433.99
2024,3,1,8,714.01
2024,3,1,9,838.08
2024,3,1,10,885.44
2024,3,1,11,870.82
2024,3,1,12,801.61
2024,3,1,13,856.89
2024,3,1,14,701.64
2024,3,1,15,608.71
2024,3,1,16,440.02
2024,3,1,17,74.41
2024,3,1,18,0
2024,3,1,19,0
2024,3,1,20,0
2024,3,1,21,0
2024,3,1,22,0
2024,3,1,23,0
2024,3,2,0,0
2024,3,2,1,0
2024,3,2,2,0
2024,3,2,3,0
2024,3,2,4,0
2024,3,2,5,0
2024,3,2,6,1.59
2024,3,2,7,67.78
2024,3,2,8,208.68
2024,3,2,9,285.58
2024,3,2,10,247.18
2024,3,2,11,31.92
2024,3,2,12,75.17
2024,3,2,13,73.89
2024,3,2,14,22.63
2024,3,2,15,55.3
2024,3,2,16,49.45
2024,3,2,17,11.42
2024,3,2,18,0
2024,3,2,19,0
2024,3,2,20,0
2024,3,2,21,0
2024,3,2,22,0
2024,3,2,23,0
2024,3,3,0,0
2024,3,3,1,0
2024,3,3,2,0
2024,3,3,3,0
2024,3,3,4,0
2024,3,3,5,0
2024,3,3,6,0
2024,3,3,7,13.15
2024,3,3,8,1.84
2024,3,3,9,15.8
2024,3,3,10,95.59
2024,3,3,11,120.98
2024,3,3,12,107.91
2024,3,3,13,144.93
2024,3,3,14,38.3
2024,3,3,15,27.38
2024,3,3,16,19.12
2024,3,3,17,2.41
2024,3,3,18,0
2024,3,3,19,0
2024,3,3,20,0
2024,3,3,21,0
2024,3,3,22,0
2024,3,3,23,0
2024,3,4,0,0
2024,3,4,1,0
2024,3,4,2,0
2024,3,4,3,0
2024,3,4,4,0
2024,3,4,5,0
2024,3,4,6,0
2024,3,4,7,4.52
2024,3,4,8,13.64
2024,3,4,9,21.1
2024,3,4,10,28.12
2024,3,4,11,46.78
2024,3,4,12,46.43
2024,3,4,13,407.22
2024,3,4,14,290.14
2024,3,4,15,182.11
2024,3,4,16,95.92
2024,3,4,17,15.99
2024,3,4,18,0
2024,3,4,19,0
2024,3,4,20,0
2024,3,4,21,0
2024,3,4,22,0
2024,3,4,23,0
2024,3,5,0,0
2024,3,5,1,0
2024,3,5,2,0
2024,3,5,3,0
2024,3,5,4,0
2024,3,5,5,0
2024,3,5,6,1.85
2024,3,5,7,99.97
2024,3,5,8,236
2024,3,5,9,436.87
2024,3,5,10,698.16
2024,3,5,11,716.34
2024,3,5,12,758.79
2024,3,5,13,755.92
2024,3,5,14,715.46
2024,3,5,15,638.48
2024,3,5,16,479.68
2024,3,5,17,131.83
2024,3,5,18,0
2024,3,5,19,0
2024,3,5,20,0
2024,3,5,21,0
2024,3,5,22,0
2024,3,5,23,0
2024,3,6,0,0
2024,3,6,1,0
2024,3,6,2,0
2024,3,6,3,0
2024,3,6,4,0
2024,3,6,5,0
2024,3,6,6,11.99
2024,3,6,7,322.94
2024,3,6,8,568.8
2024,3,6,9,725.46
2024,3,6,10,903.93
2024,3,6,11,827.64
2024,3,6,12,831.79
2024,3,6,13,815.87
2024,3,6,14,753.82
2024,3,6,15,653.99
2024,3,6,16,484.95
2024,3,6,17,119.91
2024,3,6,18,0
2024,3,6,19,0
2024,3,6,20,0
2024,3,6,21,0
2024,3,6,22,0
2024,3,6,23,0
2024,3,7,0,0
2024,3,7,1,0
2024,3,7,2,0
2024,3,7,3,0
2024,3,7,4,0
2024,3,7,5,0
2024,3,7,6,10.61
2024,3,7,7,232.9
2024,3,7,8,427.41
2024,3,7,9,636.97
2024,3,7,10,669.52
2024,3,7,11,594.48
2024,3,7,12,628.75
2024,3,7,13,651.32
2024,3,7,14,176.63
2024,3,7,15,138.19
2024,3,7,16,100.01
2024,3,7,17,12.73
2024,3,7,18,0
2024,3,7,19,0
2024,3,7,20,0
2024,3,7,21,0
2024,3,7,22,0
2024,3,7,23,0
2024,3,8,0,0
2024,3,8,1,0
2024,3,8,2,0
2024,3,8,3,0
2024,3,8,4,0
2024,3,8,5,0
2024,3,8,6,0
2024,3,8,7,56.79
2024,3,8,8,117.9
2024,3,8,9,180.3
2024,3,8,10,281.76
2024,3,8,11,284.92
2024,3,8,12,373.66
2024,3,8,13,479.71
2024,3,8,14,182.87
2024,3,8,15,129.42
2024,3,8,16,41.53
2024,3,8,17,2.05
2024,3,8,18,0
2024,3,8,19,0
2024,3,8,20,0
2024,3,8,21,0
2024,3,8,22,0
2024,3,8,23,0
2024,3,9,0,0
2024,3,9,1,0
2024,3,9,2,0
2024,3,9,3,0
2024,3,9,4,0
2024,3,9,5,0
2024,3,9,6,0.87
2024,3,9,7,87.04
2024,3,9,8,191.03
2024,3,9,9,226.49
2024,3,9,10,512.73
2024,3,9,11,546.98
2024,3,9,12,580.56
2024,3,9,13,572.71
2024,3,9,14,523.65
2024,3,9,15,427.29
2024,3,9,16,284.99
2024,3,9,17,41.43
2024,3,9,18,0
2024,3,9,19,0
2024,3,9,20,0
2024,3,9,21,0
2024,3,9,22,0
2024,3,9,23,0
2024,3,10,0,0
2024,3,10,1,0
2024,3,10,2,0
2024,3,10,3,0
2024,3,10,4,0
2024,3,10,5,0
2024,3,10,6,32.63
2024,3,10,7,457.36
2024,3,10,8,642.18
2024,3,10,9,764.64
2024,3,10,10,924.75
2024,3,10,11,804.36
2024,3,10,12,826.65
2024,3,10,13,792.5
2024,3,10,14,735.58
2024,3,10,15,561.29
2024,3,10,16,342.07
2024,3,10,17,66.38
2024,3,10,18,0
2024,3,10,19,0
2024,3,10,20,0
2024,3,10,21,0
2024,3,10,22,0
2024,3,10,23,0
2024,3,11,0,0
2024,3,11,1,0
2024,3,11,2,0
2024,3,11,3,0
2024,3,11,4,0
2024,3,11,5,0
2024,3,11,6,24.02
2024,3,11,7,313.75
2024,3,11,8,474.77
2024,3,11,9,593.29
2024,3,11,10,631.76
2024,3,11,11,478.76
2024,3,11,12,586.55
2024,3,11,13,521.5
2024,3,11,14,325.97
2024,3,11,15,206.03
2024,3,11,16,80.33
2024,3,11,17,3.87
2024,3,11,18,0
2024,3,11,19,0
2024,3,11,20,0
2024,3,11,21,0
2024,3,11,22,0
2024,3,11,23,0
2024,3,12,0,0
2024,3,12,1,0
2024,3,12,2,0
2024,3,12,3,0
2024,3,12,4,0
2024,3,12,5,0
2024,3,12,6,4.96
2024,3,12,7,188.8
2024,3,12,8,398.15
2024,3,12,9,531.69
2024,3,12,10,657.8
2024,3,12,11,711.64
2024,3,12,12,761.9
2024,3,12,13,479.4
2024,3,12,14,751.52
2024,3,12,15,615.19
2024,3,12,16,404.37
2024,3,12,17,77.84
2024,3,12,18,0
2024,3,12,19,0
2024,3,12,20,0
2024,3,12,21,0
2024,3,12,22,0
2024,3,12,23,0
2024,3,13,0,0
2024,3,13,1,0
2024,3,13,2,0
2024,3,13,3,0
2024,3,13,4,0
2024,3,13,5,0
2024,3,13,6,6.26
2024,3,13,7,228.77
2024,3,13,8,383.31
2024,3,13,9,491.23
2024,3,13,10,621.55
2024,3,13,11,604.9
2024,3,13,12,630.75
2024,3,13,13,631.7
2024,3,13,14,600.67
2024,3,13,15,492.97
2024,3,13,16,307.68
2024,3,13,17,49.96
2024,3,13,18,0
2024,3,13,19,0
2024,3,13,20,0
2024,3,13,21,0
2024,3,13,22,0
2024,3,13,23,0
2024,3,14,0,0
2024,3,14,1,0
2024,3,14,2,0
2024,3,14,3,0
2024,3,14,4,0
2024,3,14,5,0
2024,3,14,6,0
2024,3,14,7,6.09
2024,3,14,8,8.35
2024,3,14,9,32.16
2024,3,14,10,81.11
2024,3,14,11,45.11
2024,3,14,12,90.72
2024,3,14,13,18.64
2024,3,14,14,0
2024,3,14,15,0.54
2024,3,14,16,0
2024,3,14,17,0
2024,3,14,18,0
2024,3,14,19,0
2024,3,14,20,0
2024,3,14,21,0
2024,3,14,22,0
2024,3,14,23,0
2024,3,15,0,0
2024,3,15,1,0
2024,3,15,2,0
2024,3,15,3,0
2024,3,15,4,0
2024,3,15,5,0
2024,3,15,6,3.72
2024,3,15,7,11.68
2024,3,15,8,12.57
2024,3,15,9,0
2024,3,15,10,6.42
2024,3,15,11,9.29
2024,3,15,12,0.25
2024,3,15,13,0
2024,3,15,14,3.32
2024,3,15,15,9.56
2024,3,15,16,7.07
2024,3,15,17,1.74
2024,3,15,18,0
2024,3,15,19,0
2024,3,15,20,0
2024,3,15,21,0
2024,3,15,22,0
2024,3,15,23,0
2024,3,16,0,0
2024,3,16,1,0
2024,3,16,2,0
2024,3,16,3,0
2024,3,16,4,0
2024,3,16,5,0
2024,3,16,6,10.9
2024,3,16,7,146.99
2024,3,16,8,253.97
2024,3,16,9,120.48
2024,3,16,10,80.5
2024,3,16,11,143.02
2024,3,16,12,316.18
2024,3,16,13,521.37
2024,3,16,14,526.07
2024,3,16,15,414.84
2024,3,16,16,207.78
2024,3,16,17,42.29
2024,3,16,18,0
2024,3,16,19,0
2024,3,16,20,0
2024,3,16,21,0
2024,3,16,22,0
2024,3,16,23,0
2024,3,17,0,0
2024,3,17,1,0
2024,3,17,2,0
2024,3,17,3,0
2024,3,17,4,0
2024,3,17,5,0
2024,3,17,6,24.15
2024,3,17,7,253.1
2024,3,17,8,491.07
2024,3,17,9,689.68
2024,3,17,10,844.79
2024,3,17,11,856.58
2024,3,17,12,876.01
2024,3,17,13,879.23
2024,3,17,14,831.48
2024,3,17,15,749.64
2024,3,17,16,598.82
2024,3,17,17,245.56
2024,3,17,18,0
2024,3,17,19,0
2024,3,17,20,0
2024,3,17,21,0
2024,3,17,22,0
2024,3,17,23,0
2024,3,18,0,0
2024,3,18,1,0
2024,3,18,2,0
2024,3,18,3,0
2024,3,18,4,0
2024,3,18,5,0
2024,3,18,6,39.55
2024,3,18,7,361.05
2024,3,18,8,528.53
2024,3,18,9,499.33
2024,3,18,10,792.87
2024,3,18,11,749.17
2024,3,18,12,747.11
2024,3,18,13,733.89
2024,3,18,14,681.43
2024,3,18,15,578.66
2024,3,18,16,412.38
2024,3,18,17,140.08
2024,3,18,18,0
2024,3,18,19,0
2024,3,18,20,0
2024,3,18,21,0
2024,3,18,22,0
2024,3,18,23,0
2024,3,19,0,0
2024,3,19,1,0
2024,3,19,2,0
2024,3,19,3,0
2024,3,19,4,0
2024,3,19,5,0
2024,3,19,6,84.96
2024,3,19,7,363.02
2024,3,19,8,449.74
2024,3,19,9,447.42
2024,3,19,10,784.64
2024,3,19,11,660.28
2024,3,19,12,710.32
2024,3,19,13,700.16
2024,3,19,14,658.46
2024,3,19,15,562.65
2024,3,19,16,415.25
2024,3,19,17,131.7
2024,3,19,18,0
2024,3,19,19,0
2024,3,19,20,0
2024,3,19,21,0
2024,3,19,22,0
2024,3,19,23,0
2024,3,20,0,0
2024,3,20,1,0
2024,3,20,2,0
2024,3,20,3,0
2024,3,20,4,0
2024,3,20,5,0
2024,3,20,6,36.29
2024,3,20,7,175.84
2024,3,20,8,246.5
2024,3,20,9,596.99
2024,3,20,10,589.27
2024,3,20,11,259.98
2024,3,20,12,171.02
2024,3,20,13,158.69
2024,3,20,14,7.78
2024,3,20,15,12.06
2024,3,20,16,7.66
2024,3,20,17,1.27
2024,3,20,18,0
2024,3,20,19,0
2024,3,20,20,0
2024,3,20,21,0
2024,3,20,22,0
2024,3,20,23,0
2024,3,21,0,0
2024,3,21,1,0
2024,3,21,2,0
2024,3,21,3,0
2024,3,21,4,0
2024,3,21,5,0
2024,3,21,6,0
2024,3,21,7,0
2024,3,21,8,0
2024,3,21,9,0.15
2024,3,21,10,48.45
2024,3,21,11,148.93
2024,3,21,12,208.76
2024,3,21,13,517.63
2024,3,21,14,205.81
2024,3,21,15,111.79
2024,3,21,16,62.4
2024,3,21,17,7.28
2024,3,21,18,0
2024,3,21,19,0
2024,3,21,20,0
2024,3,21,21,0
2024,3,21,22,0
2024,3,21,23,0
2024,3,22,0,0
2024,3,22,1,0
2024,3,22,2,0
2024,3,22,3,0
2024,3,22,4,0
2024,3,22,5,0
2024,3,22,6,0
2024,3,22,7,0.24
2024,3,22,8,0.57
2024,3,22,9,0.44
2024,3,22,10,0
2024,3,22,11,0
2024,3,22,12,0.12
2024,3,22,13,0
2024,3,22,14,166.92
2024,3,22,15,49.65
2024,3,22,16,45.96
2024,3,22,17,21.05
2024,3,22,18,0
2024,3,22,19,0
2024,3,22,20,0
2024,3,22,21,0
2024,3,22,22,0
2024,3,22,23,0
2024,3,23,0,0
2024,3,23,1,0
2024,3,23,2,0
2024,3,23,3,0
2024,3,23,4,0
2024,3,23,5,0
2024,3,23,6,12.22
2024,3,23,7,146.06
2024,3,23,8,238.69
2024,3,23,9,386.18
2024,3,23,10,361.43
2024,3,23,11,225.71
2024,3,23,12,195.2
2024,3,23,13,373.99
2024,3,23,14,229.96
2024,3,23,15,165.28
2024,3,23,16,115.18
2024,3,23,17,45.16
2024,3,23,18,0
2024,3,23,19,0
2024,3,23,20,0
2024,3,23,21,0
2024,3,23,22,0
2024,3,23,23,0
2024,3,24,0,0
2024,3,24,1,0
2024,3,24,2,0
2024,3,24,3,0
2024,3,24,4,0
2024,3,24,5,0
2024,3,24,6,45.92
2024,3,24,7,289.32
2024,3,24,8,504.14
2024,3,24,9,566.17
2024,3,24,10,746.61
2024,3,24,11,659.41
2024,3,24,12,687.86
2024,3,24,13,597.89
2024,3,24,14,561.17
2024,3,24,15,521.1
2024,3,24,16,373.85
2024,3,24,17,127.26
2024,3,24,18,0
2024,3,24,19,0
2024,3,24,20,0
2024,3,24,21,0
2024,3,24,22,0
2024,3,24,23,0
2024,3,25,0,0
2024,3,25,1,0
2024,3,25,2,0
2024,3,25,3,0
2024,3,25,4,0
2024,3,25,5,0
2024,3,25,6,53.99
2024,3,25,7,287.81
2024,3,25,8,375.95
2024,3,25,9,560.69
2024,3,25,10,758.53
2024,3,25,11,397.76
2024,3,25,12,449.7
2024,3,25,13,52.14
2024,3,25,14,9.98
2024,3,25,15,5.46
2024,3,25,16,0.68
2024,3,25,17,0
2024,3,25,18,0
2024,3,25,19,0
2024,3,25,20,0
2024,3,25,21,0
2024,3,25,22,0
2024,3,25,23,0
2024,3,26,0,0
2024,3,26,1,0
2024,3,26,2,0
2024,3,26,3,0
2024,3,26,4,0
2024,3,26,5,0
2024,3,26,6,20.22
2024,3,26,7,218.26
2024,3,26,8,395.05
2024,3,26,9,509.02
2024,3,26,10,674.44
2024,3,26,11,734.39
2024,3,26,12,767.89
2024,3,26,13,788.4
2024,3,26,14,757.71
2024,3,26,15,690.98
2024,3,26,16,557.53
2024,3,26,17,285.4
2024,3,26,18,0
2024,3,26,19,0
2024,3,26,20,0
2024,3,26,21,0
2024,3,26,22,0
2024,3,26,23,0
2024,3,27,0,0
2024,3,27,1,0
2024,3,27,2,0
2024,3,27,3,0
2024,3,27,4,0
2024,3,27,5,0
2024,3,27,6,227.19
2024,3,27,7,645.57
2024,3,27,8,789.39
2024,3,27,9,904.44
2024,3,27,10,949.61
2024,3,27,11,894.65
2024,3,27,12,920.65
2024,3,27,13,916.66
2024,3,27,14,896.14
2024,3,27,15,831.88
2024,3,27,16,671.72
2024,3,27,17,402.44
2024,3,27,18,0
2024,3,27,19,0
2024,3,27,20,0
2024,3,27,21,0
2024,3,27,22,0
2024,3,27,23,0
2024,3,28,0,0
2024,3,28,1,0
2024,3,28,2,0
2024,3,28,3,0
2024,3,28,4,0
2024,3,28,5,0
2024,3,28,6,442.93
2024,3,28,7,828.32
2024,3,28,8,957.3
2024,3,28,9,1013.36
2024,3,28,10,1059.4
2024,3,28,11,1004.4
2024,3,28,12,1002.17
2024,3,28,13,971.64
2024,3,28,14,846.23
2024,3,28,15,688.87
2024,3,28,16,476.16
2024,3,28,17,156.39
2024,3,28,18,0
2024,3,28,19,0
2024,3,28,20,0
2024,3,28,21,0
2024,3,28,22,0
2024,3,28,23,0
2024,3,29,0,0
2024,3,29,1,0
2024,3,29,2,0
2024,3,29,3,0
2024,3,29,4,0
2024,3,29,5,0
2024,3,29,6,43.49
2024,3,29,7,275.14
2024,3,29,8,419.58
2024,3,29,9,467.53
2024,3,29,10,687.05
2024,3,29,11,728.08
2024,3,29,12,783.23
2024,3,29,13,757.07
2024,3,29,14,712.02
2024,3,29,15,624.82
2024,3,29,16,473.9
2024,3,29,17,209.36
2024,3,29,18,1.78
2024,3,29,19,0
2024,3,29,20,0
2024,3,29,21,0
2024,3,29,22,0
2024,3,29,23,0
2024,3,30,0,0
2024,3,30,1,0
2024,3,30,2,0
2024,3,30,3,0
2024,3,30,4,0
2024,3,30,5,0
2024,3,30,6,46.87
2024,3,30,7,255.22
2024,3,30,8,385.11
2024,3,30,9,476.67
2024,3,30,10,464.22
2024,3,30,11,544.94
2024,3,30,12,580.06
2024,3,30,13,699.24
2024,3,30,14,624.33
2024,3,30,15,631.47
2024,3,30,16,431.26
2024,3,30,17,152.44
2024,3,30,18,1.21
2024,3,30,19,0
2024,3,30,20,0
2024,3,30,21,0
2024,3,30,22,0
2024,3,30,23,0
2024,3,31,0,0
2024,3,31,1,0
2024,3,31,2,0
2024,3,31,3,0
2024,3,31,4,0
2024,3,31,5,0
2024,3,31,6,91.14
2024,3,31,7,316.1
2024,3,31,8,442.36
2024,3,31,9,510.59
2024,3,31,10,373.15
2024,3,31,11,365.2
2024,3,31,12,484.05
2024,3,31,13,488.86
2024,3,31,14,358.36
2024,3,31,15,415.87
2024,3,31,16,226.95
2024,3,31,17,55.74
2024,3,31,18,0
2024,3,31,19,0
2024,3,31,20,0
2024,3,31,21,0
2024,3,31,22,0
2024,3,31,23,0
2024,4,1,0,0
2024,4,1,1,0
2024,4,1,2,0
2024,4,1,3,0
2024,4,1,4,0
2024,4,1,5,0
2024,4,1,6,0
2024,4,1,7,0
2024,4,1,8,0
2024,4,1,9,0.14
2024,4,1,10,22.3
2024,4,1,11,0
2024,4,1,12,0.13
2024,4,1,13,46.87
2024,4,1,14,2.8
2024,4,1,15,6.07
2024,4,1,16,40.23
2024,4,1,17,21.66
2024,4,1,18,0
2024,4,1,19,0
2024,4,1,20,0
2024,4,1,21,0
2024,4,1,22,0
2024,4,1,23,0
2024,4,2,0,0
2024,4,2,1,0
2024,4,2,2,0
2024,4,2,3,0
2024,4,2,4,0
2024,4,2,5,0
2024,4,2,6,5.26
2024,4,2,7,32.16
2024,4,2,8,105.53
2024,4,2,9,250.94
2024,4,2,10,340.38
2024,4,2,11,358.14
2024,4,2,12,410.52
2024,4,2,13,637.26
2024,4,2,14,607.52
2024,4,2,15,631.21
2024,4,2,16,461.71
2024,4,2,17,222.35
2024,4,2,18,4.03
2024,4,2,19,0
2024,4,2,20,0
2024,4,2,21,0
2024,4,2,22,0
2024,4,2,23,0
2024,4,3,0,0
2024,4,3,1,0
2024,4,3,2,0
2024,4,3,3,0
2024,4,3,4,0
2024,4,3,5,0
2024,4,3,6,128.05
2024,4,3,7,382.86
2024,4,3,8,562.62
2024,4,3,9,688.74
2024,4,3,10,759.29
2024,4,3,11,760.07
2024,4,3,12,824.32
2024,4,3,13,765.62
2024,4,3,14,706.2
2024,4,3,15,619.03
2024,4,3,16,430.39
2024,4,3,17,193.61
2024,4,3,18,1.81
2024,4,3,19,0
2024,4,3,20,0
2024,4,3,21,0
2024,4,3,22,0
2024,4,3,23,0
2024,4,4,0,0
2024,4,4,1,0
2024,4,4,2,0
2024,4,4,3,0
2024,4,4,4,0
2024,4,4,5,0
2024,4,4,6,0.81
2024,4,4,7,29.43
2024,4,4,8,80.41
2024,4,4,9,285.52
2024,4,4,10,381.31
2024,4,4,11,88.75
2024,4,4,12,101.31
2024,4,4,13,220.86
2024,4,4,14,180.86
2024,4,4,15,96.29
2024,4,4,16,52.53
2024,4,4,17,14.86
2024,4,4,18,0
2024,4,4,19,0
2024,4,4,20,0
2024,4,4,21,0
2024,4,4,22,0
2024,4,4,23,0
2024,4,5,0,0
2024,4,5,1,0
2024,4,5,2,0
2024,4,5,3,0
2024,4,5,4,0
2024,4,5,5,0
2024,4,5,6,25.82
2024,4,5,7,61.57
2024,4,5,8,88.02
2024,4,5,9,232.74
2024,4,5,10,273.52
2024,4,5,11,318.05
2024,4,5,12,441.95
2024,4,5,13,538.36
2024,4,5,14,539.63
2024,4,5,15,512.89
2024,4,5,16,363.24
2024,4,5,17,131.76
2024,4,5,18,1.19
2024,4,5,19,0
2024,4,5,20,0
2024,4,5,21,0
2024,4,5,22,0
2024,4,5,23,0
2024,4,6,0,0
2024,4,6,1,0
2024,4,6,2,0
2024,4,6,3,0
2024,4,6,4,0
2024,4,6,5,0
2024,4,6,6,154.25
2024,4,6,7,406.29
2024,4,6,8,653.62
2024,4,6,9,690.32
2024,4,6,10,612.5
2024,4,6,11,565.4
2024,4,6,12,408.49
2024,4,6,13,529.32
2024,4,6,14,167.25
2024,4,6,15,314.94
2024,4,6,16,242.67
2024,4,6,17,95.88
2024,4,6,18,1.35
2024,4,6,19,0
2024,4,6,20,0
2024,4,6,21,0
2024,4,6,22,0
2024,4,6,23,0
2024,4,7,0,0
2024,4,7,1,0
2024,4,7,2,0
2024,4,7,3,0
2024,4,7,4,0
2024,4,7,5,0.95
2024,4,7,6,130.73
2024,4,7,7,351.27
2024,4,7,8,509.14
2024,4,7,9,525.78
2024,4,7,10,783.29
2024,4,7,11,802.35
2024,4,7,12,820.4
2024,4,7,13,811.94
2024,4,7,14,756.46
2024,4,7,15,378.42
2024,4,7,16,299.04
2024,4,7,17,165.77
