Year,Month,Day,Hour,DNI
2024,4,7,18,0.96
2024,4,7,19,0
2024,4,7,20,0
2024,4,7,21,0
2024,4,7,22,0
2024,4,7,23,0
2024,4,8,0,0
2024,4,8,1,0
2024,4,8,2,0
2024,4,8,3,0
2024,4,8,4,0
2024,4,8,5,0
2024,4,8,6,33.93
2024,4,8,7,159.08
2024,4,8,8,371.85
2024,4,8,9,291.46
2024,4,8,10,312.91
2024,4,8,11,275.13
2024,4,8,12,252.14
2024,4,8,13,175.72
2024,4,8,14,252.34
2024,4,8,15,73.33
2024,4,8,16,47.64
2024,4,8,17,18.51
2024,4,8,18,0
2024,4,8,19,0
2024,4,8,20,0
2024,4,8,21,0
2024,4,8,22,0
2024,4,8,23,0
2024,4,9,0,0
2024,4,9,1,0
2024,4,9,2,0
2024,4,9,3,0
2024,4,9,4,0
2024,4,9,5,3.82
2024,4,9,6,287.22
2024,4,9,7,583.73
2024,4,9,8,707.52
2024,4,9,9,844.66
2024,4,9,10,899.57
2024,4,9,11,796.18
2024,4,9,12,824.76
2024,4,9,13,766.05
2024,4,9,14,778.79
2024,4,9,15,691.49
2024,4,9,16,583.56
2024,4,9,17,354.37
2024,4,9,18,14.12
2024,4,9,19,0
2024,4,9,20,0
2024,4,9,21,0
2024,4,9,22,0
2024,4,9,23,0
2024,4,10,0,0
2024,4,10,1,0
2024,4,10,2,0
2024,4,10,3,0
2024,4,10,4,0
2024,4,10,5,4.94
2024,4,10,6,159.23
2024,4,10,7,272.26
2024,4,10,8,428.2
2024,4,10,9,558.13
2024,4,10,10,59.46
2024,4,10,11,95.21
2024,4,10,12,156.83
2024,4,10,13,372.2
2024,4,10,14,239.27
2024,4,10,15,85.74
2024,4,10,16,93.68
2024,4,10,17,80.47
2024,4,10,18,1.25
2024,4,10,19,0
2024,4,10,20,0
2024,4,10,21,0
2024,4,10,22,0
2024,4,10,23,0
2024,4,11,0,0
2024,4,11,1,0
2024,4,11,2,0
2024,4,11,3,0
2024,4,11,4,0
2024,4,11,5,2.35
2024,4,11,6,124.18
2024,4,11,7,287.5
2024,4,11,8,313.37
2024,4,11,9,377.65
2024,4,11,10,393.7
2024,4,11,11,397.99
2024,4,11,12,508.73
2024,4,11,13,644.41
2024,4,11,14,594.37
2024,4,11,15,484.72
2024,4,11,16,305.89
2024,4,11,17,103.07
2024,4,11,18,0.5
2024,4,11,19,0
2024,4,11,20,0
2024,4,11,21,0
2024,4,11,22,0
2024,4,11,23,0
2024,4,12,0,0
2024,4,12,1,0
2024,4,12,2,0
2024,4,12,3,0
2024,4,12,4,0
2024,4,12,5,0
2024,4,12,6,49.33
2024,4,12,7,187.7
2024,4,12,8,178.58
2024,4,12,9,521.61
2024,4,12,10,608.9
2024,4,12,11,540.9
2024,4,12,12,538.95
2024,4,12,13,564.34
2024,4,12,14,519.77
2024,4,12,15,417.29
2024,4,12,16,260.35
2024,4,12,17,91.58
2024,4,12,18,0.92
2024,4,12,19,0
2024,4,12,20,0
2024,4,12,21,0
2024,4,12,22,0
2024,4,12,23,0
2024,4,13,0,0
2024,4,13,1,0
2024,4,13,2,0
2024,4,13,3,0
2024,4,13,4,0
2024,4,13,5,9.42
2024,4,13,6,142.89
2024,4,13,7,390.17
2024,4,13,8,369.14
2024,4,13,9,614.9
2024,4,13,10,586.32
2024,4,13,11,607.54
2024,4,13,12,746
2024,4,13,13,708.13
2024,4,13,14,508.45
2024,4,13,15,260.77
2024,4,13,16,111.71
2024,4,13,17,37.16
2024,4,13,18,0
2024,4,13,19,0
2024,4,13,20,0
2024,4,13,21,0
2024,4,13,22,0
2024,4,13,23,0
2024,4,14,0,0
2024,4,14,1,0
2024,4,14,2,0
2024,4,14,3,0
2024,4,14,4,0
2024,4,14,5,0
2024,4,14,6,50.82
2024,4,14,7,157.08
2024,4,14,8,318.33
2024,4,14,9,390.78
2024,4,14,10,129.27
2024,4,14,11,26.32
2024,4,14,12,17.47
2024,4,14,13,20.95
2024,4,14,14,1.27
2024,4,14,15,2.65
2024,4,14,16,3.54
2024,4,14,17,3.24
2024,4,14,18,0
2024,4,14,19,0
2024,4,14,20,0
2024,4,14,21,0
2024,4,14,22,0
2024,4,14,23,0
2024,4,15,0,0
2024,4,15,1,0
2024,4,15,2,0
2024,4,15,3,0
2024,4,15,4,0
2024,4,15,5,0
2024,4,15,6,28.09
2024,4,15,7,93.4
2024,4,15,8,218.07
2024,4,15,9,252.35
2024,4,15,10,293.74
2024,4,15,11,371.32
2024,4,15,12,517.81
2024,4,15,13,231.22
2024,4,15,14,199.5
2024,4,15,15,119.84
2024,4,15,16,137.78
2024,4,15,17,103.41
2024,4,15,18,3.59
2024,4,15,19,0
2024,4,15,20,0
2024,4,15,21,0
2024,4,15,22,0
2024,4,15,23,0
2024,4,16,0,0
2024,4,16,1,0
2024,4,16,2,0
2024,4,16,3,0
2024,4,16,4,0
2024,4,16,5,1.46
2024,4,16,6,52.28
2024,4,16,7,164.62
2024,4,16,8,439.11
2024,4,16,9,445.92
2024,4,16,10,745.16
2024,4,16,11,236
2024,4,16,12,466.33
2024,4,16,13,558.06
2024,4,16,14,444.45
2024,4,16,15,203.06
2024,4,16,16,148.7
2024,4,16,17,79.03
2024,4,16,18,2.25
2024,4,16,19,0
2024,4,16,20,0
2024,4,16,21,0
2024,4,16,22,0
2024,4,16,23,0
2024,4,17,0,0
2024,4,17,1,0
2024,4,17,2,0
2024,4,17,3,0
2024,4,17,4,0
2024,4,17,5,0
2024,4,17,6,2.37
2024,4,17,7,3.03
2024,4,17,8,7.96
2024,4,17,9,90.44
2024,4,17,10,12.88
2024,4,17,11,53.46
2024,4,17,12,41.02
2024,4,17,13,107.57
2024,4,17,14,40.19
2024,4,17,15,105.92
2024,4,17,16,40.14
2024,4,17,17,14.91
2024,4,17,18,0
2024,4,17,19,0
2024,4,17,20,0
2024,4,17,21,0
2024,4,17,22,0
2024,4,17,23,0
2024,4,18,0,0
2024,4,18,1,0
2024,4,18,2,0
2024,4,18,3,0
2024,4,18,4,0
2024,4,18,5,0
2024,4,18,6,15.4
2024,4,18,7,47.01
2024,4,18,8,83.64
2024,4,18,9,113.97
2024,4,18,10,197.83
2024,4,18,11,431.28
2024,4,18,12,519.07
2024,4,18,13,555.42
2024,4,18,14,349.37
2024,4,18,15,217.31
2024,4,18,16,144.99
2024,4,18,17,47.3
2024,4,18,18,0
2024,4,18,19,0
2024,4,18,20,0
2024,4,18,21,0
2024,4,18,22,0
2024,4,18,23,0
2024,4,19,0,0
2024,4,19,1,0
2024,4,19,2,0
2024,4,19,3,0
2024,4,19,4,0
2024,4,19,5,1.14
2024,4,19,6,86.59
2024,4,19,7,258.22
2024,4,19,8,386.77
2024,4,19,9,362.46
2024,4,19,10,436.69
2024,4,19,11,664.4
2024,4,19,12,690.93
2024,4,19,13,746.14
2024,4,19,14,706.22
2024,4,19,15,619.85
2024,4,19,16,502.19
2024,4,19,17,288.54
2024,4,19,18,23.38
2024,4,19,19,0
2024,4,19,20,0
2024,4,19,21,0
2024,4,19,22,0
2024,4,19,23,0
2024,4,20,0,0
2024,4,20,1,0
2024,4,20,2,0
2024,4,20,3,0
2024,4,20,4,0
2024,4,20,5,15.84
2024,4,20,6,291.47
2024,4,20,7,478.46
2024,4,20,8,735.8
2024,4,20,9,783.56
2024,4,20,10,833.86
2024,4,20,11,838.38
2024,4,20,12,892.25
2024,4,20,13,845.71
2024,4,20,14,778.97
2024,4,20,15,677.82
2024,4,20,16,550.92
2024,4,20,17,350.13
2024,4,20,18,28.98
2024,4,20,19,0
2024,4,20,20,0
2024,4,20,21,0
2024,4,20,22,0
2024,4,20,23,0
2024,4,21,0,0
2024,4,21,1,0
2024,4,21,2,0
2024,4,21,3,0
2024,4,21,4,0
2024,4,21,5,18.68
2024,4,21,6,303.56
2024,4,21,7,484.6
2024,4,21,8,632.69
2024,4,21,9,775.43
2024,4,21,10,761.64
2024,4,21,11,637.66
2024,4,21,12,678.82
2024,4,21,13,681.42
2024,4,21,14,668.94
2024,4,21,15,640.84
2024,4,21,16,502.38
2024,4,21,17,282.47
2024,4,21,18,17.45
2024,4,21,19,0
2024,4,21,20,0
2024,4,21,21,0
2024,4,21,22,0
2024,4,21,23,0
2024,4,22,0,0
2024,4,22,1,0
2024,4,22,2,0
2024,4,22,3,0
2024,4,22,4,0
2024,4,22,5,40.53
2024,4,22,6,388.12
2024,4,22,7,544.9
2024,4,22,8,575.62
2024,4,22,9,520.28
2024,4,22,10,620.37
2024,4,22,11,820.74
2024,4,22,12,818.82
2024,4,22,13,826.98
2024,4,22,14,760.06
2024,4,22,15,688.32
2024,4,22,16,521.51
2024,4,22,17,313.73
2024,4,22,18,26.96
2024,4,22,19,0
2024,4,22,20,0
2024,4,22,21,0
2024,4,22,22,0
2024,4,22,23,0
2024,4,23,0,0
2024,4,23,1,0
2024,4,23,2,0
2024,4,23,3,0
2024,4,23,4,0
2024,4,23,5,13.85
2024,4,23,6,277.2
2024,4,23,7,494.69
2024,4,23,8,645.72
2024,4,23,9,713.25
2024,4,23,10,746.07
2024,4,23,11,656.79
2024,4,23,12,708.47
2024,4,23,13,685.6
2024,4,23,14,601.47
2024,4,23,15,531.36
2024,4,23,16,390.33
2024,4,23,17,204.48
2024,4,23,18,11.23
2024,4,23,19,0
2024,4,23,20,0
2024,4,23,21,0
2024,4,23,22,0
2024,4,23,23,0
2024,4,24,0,0
2024,4,24,1,0
2024,4,24,2,0
2024,4,24,3,0
2024,4,24,4,0
2024,4,24,5,6.6
2024,4,24,6,202.28
2024,4,24,7,423.77
2024,4,24,8,615.82
2024,4,24,9,606.03
2024,4,24,10,520.91
2024,4,24,11,558.05
2024,4,24,12,591.25
2024,4,24,13,564.4
2024,4,24,14,386.25
2024,4,24,15,210.69
2024,4,24,16,169.96
2024,4,24,17,90.64
2024,4,24,18,3.78
2024,4,24,19,0
2024,4,24,20,0
2024,4,24,21,0
2024,4,24,22,0
2024,4,24,23,0
2024,4,25,0,0
2024,4,25,1,0
2024,4,25,2,0
2024,4,25,3,0
2024,4,25,4,0
2024,4,25,5,0
2024,4,25,6,13.32
2024,4,25,7,13.08
2024,4,25,8,20.6
2024,4,25,9,27.78
2024,4,25,10,27.4
2024,4,25,11,138.78
2024,4,25,12,228.55
2024,4,25,13,15.13
2024,4,25,14,191.55
2024,4,25,15,167.85
2024,4,25,16,128.28
2024,4,25,17,63.82
2024,4,25,18,2.96
2024,4,25,19,0
2024,4,25,20,0
2024,4,25,21,0
2024,4,25,22,0
2024,4,25,23,0
2024,4,26,0,0
2024,4,26,1,0
2024,4,26,2,0
2024,4,26,3,0
2024,4,26,4,0
2024,4,26,5,6.42
2024,4,26,6,137.85
2024,4,26,7,220.03
2024,4,26,8,231.42
2024,4,26,9,371.68
2024,4,26,10,347.31
2024,4,26,11,501.22
2024,4,26,12,419.88
2024,4,26,13,615.22
2024,4,26,14,563.08
2024,4,26,15,211.76
2024,4,26,16,146.07
2024,4,26,17,44.09
2024,4,26,18,1.89
2024,4,26,19,0
2024,4,26,20,0
2024,4,26,21,0
2024,4,26,22,0
2024,4,26,23,0
2024,4,27,0,0
2024,4,27,1,0
2024,4,27,2,0
2024,4,27,3,0
2024,4,27,4,0
2024,4,27,5,0
2024,4,27,6,0
2024,4,27,7,1.73
2024,4,27,8,85.16
2024,4,27,9,74.18
2024,4,27,10,150.71
2024,4,27,11,155.69
2024,4,27,12,213.43
2024,4,27,13,363.01
2024,4,27,14,249.33
2024,4,27,15,180.82
2024,4,27,16,90.41
2024,4,27,17,24.69
2024,4,27,18,0
2024,4,27,19,0
2024,4,27,20,0
2024,4,27,21,0
2024,4,27,22,0
2024,4,27,23,0
2024,4,28,0,0
2024,4,28,1,0
2024,4,28,2,0
2024,4,28,3,0
2024,4,28,4,0
2024,4,28,5,15.97
2024,4,28,6,140.24
2024,4,28,7,175.03
2024,4,28,8,165.8
2024,4,28,9,144.2
2024,4,28,10,162.7
2024,4,28,11,210.59
2024,4,28,12,131.01
2024,4,28,13,134.72
2024,4,28,14,180.41
2024,4,28,15,127.85
2024,4,28,16,91.35
2024,4,28,17,40.66
2024,4,28,18,0
2024,4,28,19,0
2024,4,28,20,0
2024,4,28,21,0
2024,4,28,22,0
2024,4,28,23,0
2024,4,29,0,0
2024,4,29,1,0
2024,4,29,2,0
2024,4,29,3,0
2024,4,29,4,0
2024,4,29,5,18.9
2024,4,29,6,139.41
2024,4,29,7,314.92
2024,4,29,8,528.55
2024,4,29,9,400.77
2024,4,29,10,407.17
2024,4,29,11,233.18
2024,4,29,12,373.69
2024,4,29,13,487.62
2024,4,29,14,427.99
2024,4,29,15,415.51
2024,4,29,16,271.96
2024,4,29,17,129.65
2024,4,29,18,5.98
2024,4,29,19,0
2024,4,29,20,0
2024,4,29,21,0
2024,4,29,22,0
2024,4,29,23,0
2024,4,30,0,0
2024,4,30,1,0
2024,4,30,2,0
2024,4,30,3,0
2024,4,30,4,0
2024,4,30,5,14.42
2024,4,30,6,211.43
2024,4,30,7,359.73
2024,4,30,8,472.84
2024,4,30,9,615.41
2024,4,30,10,463.13
2024,4,30,11,469.94
2024,4,30,12,709.61
2024,4,30,13,263.73
2024,4,30,14,506.32
2024,4,30,15,186.19
2024,4,30,16,90.84
2024,4,30,17,59.98
2024,4,30,18,4.87
2024,4,30,19,0
2024,4,30,20,0
2024,4,30,21,0
2024,4,30,22,0
2024,4,30,23,0
2024,5,1,0,0
2024,5,1,1,0
2024,5,1,2,0
2024,5,1,3,0
2024,5,1,4,0
2024,5,1,5,7.5
2024,5,1,6,151.32
2024,5,1,7,334.46
2024,5,1,8,688.77
2024,5,1,9,567.49
2024,5,1,10,481.64
2024,5,1,11,332.71
2024,5,1,12,467.99
2024,5,1,13,158.22
2024,5,1,14,79.94
2024,5,1,15,52.4
2024,5,1,16,35.71
2024,5,1,17,26.18
2024,5,1,18,3.52
2024,5,1,19,0
2024,5,1,20,0
2024,5,1,21,0
2024,5,1,22,0
2024,5,1,23,0
2024,5,2,0,0
2024,5,2,1,0
2024,5,2,2,0
2024,5,2,3,0
2024,5,2,4,0
2024,5,2,5,1.53
2024,5,2,6,53.87
2024,5,2,7,146.37
2024,5,2,8,203.57
2024,5,2,9,283.21
2024,5,2,10,354.92
2024,5,2,11,238.52
2024,5,2,12,176.87
2024,5,2,13,132.15
2024,5,2,14,83.28
2024,5,2,15,84.7
2024,5,2,16,33.51
2024,5,2,17,7.85
2024,5,2,18,0
2024,5,2,19,0
2024,5,2,20,0
2024,5,2,21,0
2024,5,2,22,0
2024,5,2,23,0
2024,5,3,0,0
2024,5,3,1,0
2024,5,3,2,0
2024,5,3,3,0
2024,5,3,4,0
2024,5,3,5,1
2024,5,3,6,39.79
2024,5,3,7,115.93
2024,5,3,8,135.74
2024,5,3,9,300.08
2024,5,3,10,429.03
2024,5,3,11,547.66
2024,5,3,12,525.23
2024,5,3,13,562.89
2024,5,3,14,519.36
2024,5,3,15,440.07
2024,5,3,16,312.6
2024,5,3,17,151.52
2024,5,3,18,7.47
2024,5,3,19,0
2024,5,3,20,0
2024,5,3,21,0
2024,5,3,22,0
2024,5,3,23,0
2024,5,4,0,0
2024,5,4,1,0
2024,5,4,2,0
2024,5,4,3,0
2024,5,4,4,0
2024,5,4,5,2.21
2024,5,4,6,12.41
2024,5,4,7,22.21
2024,5,4,8,91.81
2024,5,4,9,110.21
2024,5,4,10,66.75
2024,5,4,11,76.95
2024,5,4,12,100.74
2024,5,4,13,182.55
2024,5,4,14,171.94
2024,5,4,15,159.88
2024,5,4,16,72.74
2024,5,4,17,30.89
2024,5,4,18,0
2024,5,4,19,0
2024,5,4,20,0
2024,5,4,21,0
2024,5,4,22,0
2024,5,4,23,0
2024,5,5,0,0
2024,5,5,1,0
2024,5,5,2,0
2024,5,5,3,0
2024,5,5,4,0
2024,5,5,5,2.75
2024,5,5,6,71.23
2024,5,5,7,244.42
2024,5,5,8,379.55
2024,5,5,9,473.06
2024,5,5,10,620.39
2024,5,5,11,705.26
2024,5,5,12,739.98
2024,5,5,13,691.88
2024,5,5,14,629.41
2024,5,5,15,549.85
2024,5,5,16,423.7
2024,5,5,17,253.71
2024,5,5,18,28.33
2024,5,5,19,0
2024,5,5,20,0
2024,5,5,21,0
2024,5,5,22,0
2024,5,5,23,0
2024,5,6,0,0
2024,5,6,1,0
2024,5,6,2,0
2024,5,6,3,0
2024,5,6,4,0
2024,5,6,5,83.05
2024,5,6,6,400.12
2024,5,6,7,540.33
2024,5,6,8,599.19
2024,5,6,9,705.84
2024,5,6,10,860.47
2024,5,6,11,850.61
2024,5,6,12,869.85
2024,5,6,13,833.92
2024,5,6,14,753.58
2024,5,6,15,660.1
2024,5,6,16,543.06
2024,5,6,17,366.8
2024,5,6,18,73.73
2024,5,6,19,0
2024,5,6,20,0
2024,5,6,21,0
2024,5,6,22,0
2024,5,6,23,0
2024,5,7,0,0
2024,5,7,1,0
2024,5,7,2,0
2024,5,7,3,0
2024,5,7,4,0
2024,5,7,5,89.42
2024,5,7,6,317.15
2024,5,7,7,454.56
2024,5,7,8,547.09
2024,5,7,9,430.23
2024,5,7,10,465.87
2024,5,7,11,496.36
2024,5,7,12,505.34
2024,5,7,13,235.52
2024,5,7,14,163.16
2024,5,7,15,149.24
2024,5,7,16,52.71
2024,5,7,17,30.98
2024,5,7,18,4.66
2024,5,7,19,0
2024,5,7,20,0
2024,5,7,21,0
2024,5,7,22,0
2024,5,7,23,0
2024,5,8,0,0
2024,5,8,1,0
2024,5,8,2,0
2024,5,8,3,0
2024,5,8,4,0
2024,5,8,5,0
2024,5,8,6,0
2024,5,8,7,0
2024,5,8,8,0.15
2024,5,8,9,0.36
2024,5,8,10,0.77
2024,5,8,11,0
2024,5,8,12,1.55
2024,5,8,13,0.21
2024,5,8,14,35.61
2024,5,8,15,87.56
2024,5,8,16,48.57
2024,5,8,17,20.55
2024,5,8,18,1.51
2024,5,8,19,0
2024,5,8,20,0
2024,5,8,21,0
2024,5,8,22,0
2024,5,8,23,0
2024,5,9,0,0
2024,5,9,1,0
2024,5,9,2,0
2024,5,9,3,0
2024,5,9,4,0
2024,5,9,5,20.26
2024,5,9,6,165.68
2024,5,9,7,279.15
2024,5,9,8,291.71
2024,5,9,9,360.24
2024,5,9,10,304.18
2024,5,9,11,231.79
2024,5,9,12,85.16
2024,5,9,13,228.17
2024,5,9,14,214.69
2024,5,9,15,209.06
2024,5,9,16,254.5
2024,5,9,17,244.41
2024,5,9,18,108.4
2024,5,9,19,0
2024,5,9,20,0
2024,5,9,21,0
2024,5,9,22,0
2024,5,9,23,0
2024,5,10,0,0
2024,5,10,1,0
2024,5,10,2,0
2024,5,10,3,0
2024,5,10,4,0
2024,5,10,5,200.17
2024,5,10,6,571.92
2024,5,10,7,731.99
2024,5,10,8,793.03
2024,5,10,9,879.77
2024,5,10,10,926.54
2024,5,10,11,846.33
2024,5,10,12,885.22
2024,5,10,13,842.05
2024,5,10,14,794.56
2024,5,10,15,738.76
2024,5,10,16,629.89
2024,5,10,17,476.62
2024,5,10,18,135.02
2024,5,10,19,0
2024,5,10,20,0
2024,5,10,21,0
2024,5,10,22,0
2024,5,10,23,0
2024,5,11,0,0
2024,5,11,1,0
2024,5,11,2,0
2024,5,11,3,0
2024,5,11,4,0
2024,5,11,5,144.18
2024,5,11,6,476.51
2024,5,11,7,559.91
2024,5,11,8,686.38
2024,5,11,9,598.92
2024,5,11,10,491.43
2024,5,11,11,586.99
2024,5,11,12,861.25
2024,5,11,13,820.42
2024,5,11,14,753.39
2024,5,11,15,680.8
2024,5,11,16,551.63
2024,5,11,17,352.4
2024,5,11,18,72.02
2024,5,11,19,0
2024,5,11,20,0
2024,5,11,21,0
2024,5,11,22,0
2024,5,11,23,0
2024,5,12,0,0
2024,5,12,1,0
2024,5,12,2,0
2024,5,12,3,0
2024,5,12,4,0
2024,5,12,5,36
2024,5,12,6,228.56
2024,5,12,7,338.52
2024,5,12,8,360.94
2024,5,12,9,397.48
2024,5,12,10,386.02
2024,5,12,11,492.52
2024,5,12,12,819.66
2024,5,12,13,956.5
2024,5,12,14,717.63
2024,5,12,15,762.21
2024,5,12,16,626.35
2024,5,12,17,459.22
2024,5,12,18,149.19
2024,5,12,19,0
2024,5,12,20,0
2024,5,12,21,0
2024,5,12,22,0
2024,5,12,23,0
2024,5,13,0,0
2024,5,13,1,0
2024,5,13,2,0
2024,5,13,3,0
2024,5,13,4,0
2024,5,13,5,56.96
2024,5,13,6,234.69
2024,5,13,7,313.44
2024,5,13,8,361.23
2024,5,13,9,367.3
2024,5,13,10,354.91
2024,5,13,11,474.1
2024,5,13,12,725.51
2024,5,13,13,846.18
2024,5,13,14,669
2024,5,13,15,479.97
2024,5,13,16,313.66
2024,5,13,17,206
2024,5,13,18,47.94
2024,5,13,19,0
2024,5,13,20,0
2024,5,13,21,0
2024,5,13,22,0
2024,5,13,23,0
2024,5,14,0,0
2024,5,14,1,0
2024,5,14,2,0
2024,5,14,3,0
2024,5,14,4,0
2024,5,14,5,0
2024,5,14,6,0
2024,5,14,7,0.39
2024,5,14,8,6.88
2024,5,14,9,0.86
2024,5,14,10,0.12
2024,5,14,11,0
2024,5,14,12,3.1
2024,5,14,13,8.55
2024,5,14,14,2.62
2024,5,14,15,61.86
2024,5,14,16,25.01
2024,5,14,17,6.64
2024,5,14,18,0.46
2024,5,14,19,0
2024,5,14,20,0
2024,5,14,21,0
2024,5,14,22,0
2024,5,14,23,0
2024,5,15,0,0
2024,5,15,1,0
2024,5,15,2,0
2024,5,15,3,0
2024,5,15,4,0
2024,5,15,5,0
2024,5,15,6,0
2024,5,15,7,0
2024,5,15,8,0.85
2024,5,15,9,4.89
2024,5,15,10,8.51
2024,5,15,11,2.07
2024,5,15,12,1.61
2024,5,15,13,0.23
2024,5,15,14,0.59
2024,5,15,15,0.14
2024,5,15,16,0
2024,5,15,17,0
2024,5,15,18,0
2024,5,15,19,0
2024,5,15,20,0
2024,5,15,21,0
2024,5,15,22,0
2024,5,15,23,0
2024,5,16,0,0
2024,5,16,1,0
2024,5,16,2,0
2024,5,16,3,0
2024,5,16,4,0
2024,5,16,5,0
2024,5,16,6,0
2024,5,16,7,0.47
2024,5,16,8,1.01
2024,5,16,9,0.98
2024,5,16,10,4.46
2024,5,16,11,4.99
2024,5,16,12,28.78
2024,5,16,13,21.88
2024,5,16,14,13.68
2024,5,16,15,21.03
2024,5,16,16,7.12
2024,5,16,17,1.22
2024,5,16,18,0
2024,5,16,19,0
2024,5,16,20,0
2024,5,16,21,0
2024,5,16,22,0
2024,5,16,23,0
2024,5,17,0,0
2024,5,17,1,0
2024,5,17,2,0
2024,5,17,3,0
2024,5,17,4,0
2024,5,17,5,0
2024,5,17,6,1.95
2024,5,17,7,1.67
2024,5,17,8,12.77
2024,5,17,9,25.33
2024,5,17,10,19.11
2024,5,17,11,118.02
2024,5,17,12,123.28
2024,5,17,13,193.51
2024,5,17,14,252.94
2024,5,17,15,206.6
2024,5,17,16,154.2
2024,5,17,17,69.45
2024,5,17,18,4.08
2024,5,17,19,0
2024,5,17,20,0
2024,5,17,21,0
2024,5,17,22,0
2024,5,17,23,0
2024,5,18,0,0
2024,5,18,1,0
2024,5,18,2,0
2024,5,18,3,0
2024,5,18,4,0
2024,5,18,5,5.01
2024,5,18,6,25.49
2024,5,18,7,57.36
2024,5,18,8,102.73
2024,5,18,9,196.08
2024,5,18,10,257.37
2024,5,18,11,366.5
2024,5,18,12,394.17
2024,5,18,13,493.9
2024,5,18,14,422.69
2024,5,18,15,338.43
2024,5,18,16,208.77
2024,5,18,17,78.86
2024,5,18,18,4.96
2024,5,18,19,0
2024,5,18,20,0
2024,5,18,21,0
2024,5,18,22,0
2024,5,18,23,0
2024,5,19,0,0
2024,5,19,1,0
2024,5,19,2,0
2024,5,19,3,0
2024,5,19,4,0
2024,5,19,5,5.43
2024,5,19,6,58.55
2024,5,19,7,115.53
2024,5,19,8,187.51
2024,5,19,9,254.5
2024,5,19,10,288.96
2024,5,19,11,552.8
2024,5,19,12,644.08
2024,5,19,13,655.02
2024,5,19,14,503.7
2024,5,19,15,531.56
2024,5,19,16,429.82
2024,5,19,17,294.24
2024,5,19,18,60.39
2024,5,19,19,0
2024,5,19,20,0
2024,5,19,21,0
2024,5,19,22,0
2024,5,19,23,0
2024,5,20,0,0
2024,5,20,1,0
2024,5,20,2,0
2024,5,20,3,0
2024,5,20,4,0
2024,5,20,5,25.06
2024,5,20,6,105.37
2024,5,20,7,141.56
2024,5,20,8,156.74
2024,5,20,9,222.76
2024,5,20,10,326.67
2024,5,20,11,352.61
2024,5,20,12,275.29
2024,5,20,13,454.95
2024,5,20,14,386.37
2024,5,20,15,245.81
2024,5,20,16,153.95
2024,5,20,17,77.98
2024,5,20,18,4.67
2024,5,20,19,0
2024,5,20,20,0
2024,5,20,21,0
2024,5,20,22,0
2024,5,20,23,0
2024,5,21,0,0
2024,5,21,1,0
2024,5,21,2,0
2024,5,21,3,0
2024,5,21,4,0
2024,5,21,5,0
2024,5,21,6,12.63
2024,5,21,7,57.55
2024,5,21,8,108.15
2024,5,21,9,109.92
2024,5,21,10,127.07
2024,5,21,11,92.03
2024,5,21,12,188.67
2024,5,21,13,145.58
2024,5,21,14,63.14
2024,5,21,15,21.79
2024,5,21,16,6.26
2024,5,21,17,0.83
2024,5,21,18,0
2024,5,21,19,0
2024,5,21,20,0
2024,5,21,21,0
2024,5,21,22,0
2024,5,21,23,0
2024,5,22,0,0
2024,5,22,1,0
2024,5,22,2,0
2024,5,22,3,0
2024,5,22,4,0
2024,5,22,5,0
2024,5,22,6,0
2024,5,22,7,0
2024,5,22,8,1.07
2024,5,22,9,3.12
2024,5,22,10,9.33
2024,5,22,11,16.08
2024,5,22,12,35.41
2024,5,22,13,62.97
2024,5,22,14,61.9
2024,5,22,15,62.9
2024,5,22,16,26.82
2024,5,22,17,10.14
2024,5,22,18,0.43
2024,5,22,19,0
2024,5,22,20,0
2024,5,22,21,0
2024,5,22,22,0
2024,5,22,23,0
2024,5,23,0,0
2024,5,23,1,0
2024,5,23,2,0
2024,5,23,3,0
2024,5,23,4,0
2024,5,23,5,0.75
2024,5,23,6,14.22
2024,5,23,7,85.87
2024,5,23,8,98.69
2024,5,23,9,79.98
2024,5,23,10,124.46
2024,5,23,11,551.32
2024,5,23,12,670.18
2024,5,23,13,773.57
2024,5,23,14,708.19
2024,5,23,15,620.39
2024,5,23,16,512.14
2024,5,23,17,349.31
2024,5,23,18,97.39
2024,5,23,19,0
2024,5,23,20,0
2024,5,23,21,0
2024,5,23,22,0
2024,5,23,23,0
2024,5,24,0,0
2024,5,24,1,0
2024,5,24,2,0
2024,5,24,3,0
2024,5,24,4,0
2024,5,24,5,23.11
2024,5,24,6,108.46
2024,5,24,7,205.22
2024,5,24,8,309.7
2024,5,24,9,266.2
2024,5,24,10,337.21
2024,5,24,11,725.71
2024,5,24,12,452.53
2024,5,24,13,547.41
2024,5,24,14,134.18
2024,5,24,15,41.27
2024,5,24,16,30.77
2024,5,24,17,27.49
2024,5,24,18,8.25
2024,5,24,19,0
2024,5,24,20,0
2024,5,24,21,0
2024,5,24,22,0
2024,5,24,23,0
2024,5,25,0,0
2024,5,25,1,0
2024,5,25,2,0
2024,5,25,3,0
2024,5,25,4,0
2024,5,25,5,5.27
2024,5,25,6,59.34
2024,5,25,7,193.16
2024,5,25,8,251.94
2024,5,25,9,383.57
2024,5,25,10,502.43
2024,5,25,11,547.69
2024,5,25,12,510.45
2024,5,25,13,528.37
2024,5,25,14,355.69
2024,5,25,15,353.74
2024,5,25,16,273.34
2024,5,25,17,155.38
2024,5,25,18,27.17
2024,5,25,19,0
2024,5,25,20,0
2024,5,25,21,0
2024,5,25,22,0
